E,Sl,Sn,Sa,Cll,Cnl,Cal,Cln,Cnn,Can,Cla,Cna,Caa,Cs,Nlh,Nnh,Nah,Dl,Dn,Da,Hcn,Hcs,I,theta,Pl,Pn,Pa,Ql,Qn,Qa,Ra,I3,I2,I1,Nlh3,Nlh2,Nlh1,Nnh3,Nnh2,Nnh1,Nah3,Nah2,Nah1,Cll3,Cll2,Cll1,Cnl3,Cnl2,Cnl1,Cal3,Cal2,Cal1,Cln3,Cln2,Cln1,Cnn3,Cnn2,Cnn1,Can3,Can2,Can1,Cla3,Cla2,Cla1,Cna3,Cna2,Cna1,Caa3,Caa2,Caa1
692.1867257,0.043321195,0.10319235,0.072265484,0.63555139,0.284865031,0.859336774,0.232798946,0.447592062,0.850000868,0.726012475,0.138187735,0.540139072,0.242002966,0.531399408,0.151342743,0.442265127,3.939475943,4.639279822,6.095877981,0.114393533,0.80242607,0.5573311,0.937661365,0.12431219,0.480112044,0.694793788,0.529583808,0.093396323,0.793922793,0.277541468,10.6719933,7.229324398,3.229324398,6.845039747,2.821445606,0.837975585,1.017979066,0.412276743,0.052276906,0.380505227,0.156359383,0.041835057,8.34662174,3.585252552,1.161165649,0.331713181,0.191295911,0.033715183,0.125082458,0.071654993,0.029084861,4.484580606,2.243136306,0.781214251,1.405205769,0.593148325,0.079181311,0.245610827,0.123359171,0.03362966,5.551884807,2.505128706,0.813258984,0.827044594,0.366225053,0.042461793,0.546919278,0.235422854,0.059231722
1185.942119,0.057623792,0.158516955,0.09888469,0.31187433,0.623489593,0.662243286,0.514844148,0.238997747,0.555253448,0.90238707,0.570203554,0.062945353,0.333155155,0.904046735,0.027829117,0.416120296,4.387254633,5.040663207,4.893986871,0.359320952,0.15846973,0.132282534,0.942960706,0.122245507,0.473119421,0.502040607,0.238057934,0.95544923,0.492903474,0.539675562,9.396847601,5.529130135,1.529130135,8.892736809,3.699030061,1.420106607,0.872727042,0.350025875,0.01098383,0.371903577,0.152672962,0.039389731,10.59050538,4.66598598,1.895828682,0.254418422,0.148368991,0.006708355,0.109240695,0.062422053,0.022399849,5.94810836,2.971566231,1.283271719,1.203744047,0.509518144,0.018484288,0.255233313,0.124467235,0.024953789,7.194332858,3.385394534,1.370069712,0.708132728,0.324720893,0.007017061,0.531248714,0.222934069,0.056686846
2304.729625,0.036343365,0.114498664,0.114564268,0.059848236,0.091589433,0.171904498,0.372051362,0.5794073,0.359207988,0.354369065,0.074320829,0.046861869,0.290838608,0.250571046,0.706019032,0.775991987,3.814100467,3.267738603,5.332925145,0.624529521,0.728980221,0.409767435,0.937402475,0.152680443,0.392467028,0.383601579,0.088896675,0.175944823,0.601205913,0.31372323,10.2293023,6.639069739,2.639069739,5.301887895,2.160094812,0.399279559,1.670278382,0.691833592,0.237716283,0.490301364,0.20341487,0.073048531,6.515501683,2.801461374,0.566335776,0.596931966,0.345484006,0.192637538,0.178325904,0.10533887,0.057604679,2.959263871,1.555465498,0.337870236,2.201908404,0.961930601,0.347594781,0.276227626,0.148769787,0.060500084,4.16087272,1.925703904,0.386507334,1.276684425,0.607662847,0.216565503,0.684187067,0.294907702,0.105007587
1002.244758,0.026378994,0.077177304,0.10260507,0.165050631,0.523357953,0.39406992,0.407313551,0.52842951,0.853037104,0.430654499,0.352890735,0.922130407,0.139914994,0.461865742,0.788459173,0.796178861,4.059631083,3.394448472,6.108251977,0.830216681,0.257608361,0.026780836,0.976099052,0.178618779,0.40057184,0.363157345,0.211527235,0.415782202,0.417537569,0.29997629,9.080342508,5.107123345,1.107123345,6.462952255,2.657693823,0.72935357,1.767227988,0.733383423,0.265277671,0.496942845,0.206261219,0.074936609,7.925659669,3.36952264,1.00175945,0.592689234,0.35618337,0.183227416,0.16321965,0.098441035,0.053139702,3.542943832,1.853973481,0.608103877,2.334450175,1.01480295,0.378019068,0.27132453,0.146506134,0.061668432,5.058583912,2.32533813,0.697814935,1.361492057,0.648112735,0.243365887,0.702376863,0.306386724,0.109055934
1990.237384,0.046329072,0.122030664,0.056706522,0.155201208,0.625485969,0.657621682,0.255901811,0.015324383,0.890593751,0.531048033,0.337433394,0.906455111,0.385729084,0.462498213,0.808533272,0.854565402,4.900517174,3.018112409,7.120651836,0.830907853,0.38556879,0.856547648,0.936499096,0.096751829,0.42430963,0.532909668,0.372044566,0.537571837,0.942649413,0.606140483,11.56964294,8.426190591,4.426190591,6.46642768,2.659183291,0.730341583,1.790835127,0.743500769,0.271988843,0.516152017,0.214493722,0.080397502,7.814585183,3.403494758,1.019891649,0.592397935,0.352900399,0.188885884,0.171911393,0.102762736,0.056946933,3.513514339,1.866068335,0.633856574,2.356486593,1.01565928,0.388400703,0.2736262,0.148373449,0.064609394,4.950409323,2.26439155,0.69768865,1.395408304,0.644702833,0.235936544,0.71383891,0.304226209,0.127241915
1045.515123,0.032036294,0.085914934,0.06286689,0.558923629,0.015978879,0.254734553,0.77364995,0.361801603,0.029760221,0.844235596,0.663769946,0.387670649,0.487597742,0.420214557,0.457246291,0.536409515,4.978481411,3.826094039,7.090776636,0.145511137,0.368390997,0.406814778,0.970565657,0.104772087,0.26803771,0.415066946,0.090590066,0.146456855,0.472723856,0.341464137,10.22044433,6.627259112,2.627259112,6.23407899,2.559605282,0.66428817,1.377721638,0.566452131,0.15454658,0.41147873,0.169633742,0.050640382,7.481812556,3.271681267,0.926781213,0.468287034,0.268226412,0.112628634,0.141394098,0.080744474,0.036714202,3.62977793,1.902626545,0.610034,1.852910711,0.79896479,0.234679945,0.240042734,0.121180345,0.044952213,4.90313305,2.304914175,0.617368904,1.081950933,0.489120477,0.138930059,0.591576087,0.247203415,0.068600466
742.0410139,0.040035157,0.100222705,0.054062782,0.582883985,0.272727353,0.384997027,0.178866926,0.600936582,0.430149939,0.148006883,0.947578302,0.955054803,0.482114727,0.057602636,0.439430807,0.662902033,3.784971659,2.720150147,5.106925097,0.241210323,0.429877373,0.071173159,0.951627504,0.132087584,0.400788775,0.528737888,0.15340257,0.196263106,0.596439794,0.878207513,9.213519478,5.284692637,1.284692637,4.241526485,1.705654208,0.097833958,1.356770629,0.557473127,0.148590507,0.453094769,0.187469187,0.062471227,5.323013508,2.257192295,0.140879479,0.531436507,0.30614414,0.141945866,0.177765076,0.104261829,0.056334342,2.538365917,1.273692277,0.090115084,1.812868421,0.790961359,0.223921085,0.268248341,0.137418696,0.054245787,3.307196051,1.485661212,0.091185675,1.041640368,0.48225167,0.139690542,0.640750281,0.268779263,0.089360223
1515.894908,0.044548747,0.081720175,0.040185441,0.055915935,0.32463888,0.784358912,0.339833553,0.719327968,0.82376874,0.693780583,0.568175667,0.645357446,0.45575718,0.580991923,0.968146385,0.216379544,4.734544609,3.975908333,8.111777892,0.23454669,0.685779098,0.14034307,0.959886953,0.136625906,0.596649372,0.303713208,0.121482516,0.380076435,0.695677957,0.26532474,9.421029211,5.561372281,1.561372281,7.117550616,2.938235978,0.915446532,1.978540149,0.823945778,0.325350699,0.30618887,0.124509516,0.020707979,8.594821328,3.758474713,1.25102658,0.635214058,0.379177264,0.226010974,0.097422695,0.056538244,0.014143783,3.742195113,2.000167435,0.765300423,2.584212052,1.155999064,0.461620802,0.156877297,0.084411266,0.01617648,6.008309908,2.737419773,0.916085078,1.630341604,0.759824844,0.314722499,0.450419292,0.184008347,0.032901296
1807.57365,0.043627003,0.131165277,0.161954901,0.912388254,0.043489414,0.610598031,0.141804773,0.210351395,0.755993388,0.75642927,0.215120644,0.611367882,0.396132285,0.226078875,0.590278245,0.989001523,3.659495807,3.270438128,6.016728849,0.401877593,0.375385683,0.159085539,0.953521693,0.036447872,0.341628806,0.583647541,0.118346035,0.097430126,0.497240145,0.894284624,9.477256618,5.636342157,1.636342157,5.167303421,2.102415752,0.361019115,1.534167216,0.633500235,0.199021823,0.560381501,0.233449215,0.092971312,6.349521204,2.733236958,0.508415088,0.570172676,0.321983511,0.156008529,0.204108135,0.120284626,0.072528232,2.950854808,1.530399438,0.312996786,2.042951802,0.887677697,0.282595985,0.323642702,0.173359347,0.08498297,3.848327887,1.793583529,0.328357446,1.154140853,0.539328047,0.191045447,0.796042959,0.338554768,0.136709171
1369.953881,0.042257024,0.063506332,0.103492972,0.695190406,0.74497717,0.00262504,0.859372382,0.629087684,0.745884102,0.182979263,0.202236974,0.535632273,0.200324531,0.867884669,0.663092595,0.571423709,4.681139934,4.382956662,6.063096427,0.619774885,0.565578542,0.194239199,0.941967371,0.144544374,0.343376288,0.564147392,0.12696378,0.338730501,0.731683857,0.869312014,9.582717596,5.776956795,1.776956795,8.694026255,3.613868395,1.363616035,1.619796892,0.670198668,0.223365116,0.4229984,0.174570743,0.053915259,10.37243027,4.552628761,1.837760481,0.477634513,0.283828549,0.132251162,0.125263152,0.074233467,0.030911333,4.832531553,2.621726391,1.190429442,2.148122148,0.93438464,0.319466858,0.237269445,0.12839159,0.046307254,6.848550835,3.226680929,1.311161464,1.264913723,0.602812749,0.208207452,0.606965927,0.262371615,0.080362538
305.9681488,0.042983307,0.065281459,0.075741435,0.956662533,0.146908917,0.274713272,0.080699628,0.809697221,0.770468144,0.615441426,0.300432899,0.053492044,0.196494356,0.839827207,0.213748822,0.417103148,3.581340974,5.279369742,4.725072008,0.716237783,0.309496847,0.67609347,0.993660256,0.117718478,0.341824174,0.508063048,0.124342464,0.049098716,0.969688808,0.640572096,11.02828041,7.704373882,3.704373882,8.539850505,3.547793073,1.319786072,1.091368615,0.443729406,0.073140506,0.372226936,0.152811544,0.039481657,10.22323895,4.474959687,1.793926429,0.32350503,0.189766727,0.041907527,0.10866361,0.06547917,0.024264518,5.384009795,2.755210896,1.307151246,1.462643941,0.639626442,0.105085784,0.230614277,0.114842898,0.037709355,6.87025233,3.177186691,1.289889415,0.878311426,0.400970926,0.072274882,0.536276692,0.22215964,0.05897841
1292.760098,0.028938644,0.14551966,0.083490408,0.559665539,0.436736937,0.715608658,0.038025507,0.234807481,0.18387206,0.5561046,0.890677695,0.475755611,0.104201077,0.407277868,0.105212202,0.773959711,4.007773485,4.051944824,3.471366092,0.368692592,0.799689918,0.638151153,0.97933433,0.107642739,0.439648799,0.357054447,0.279789651,0.30718972,0.640388227,0.812970127,10.91445346,7.552604613,3.552604613,6.162991885,2.529139379,0.644079122,0.96372955,0.38902695,0.036854543,0.489632745,0.203128319,0.072858452,7.568386636,3.28457907,0.903873999,0.328740918,0.189570307,0.025896196,0.165209442,0.098326783,0.05270389,4.082896286,2.072632234,0.607717803,1.30979941,0.542814122,0.055397727,0.319198598,0.161511522,0.067045455,4.709135573,2.248075106,0.612423917,0.745524603,0.33800184,0.033271955,0.678964758,0.301232666,0.106797606
1337.563966,0.068952906,0.043673027,0.124494548,0.491436905,0.321536472,0.275823127,0.768858461,0.269199027,0.572622684,0.881815776,0.610692891,0.28598882,0.439472881,0.75927398,0.744916998,0.075662285,4.827420192,3.926999572,5.866737502,0.711615513,0.357883879,0.372756987,0.964712357,0.11761974,0.305677863,0.37918908,0.597583887,0.173000898,0.63417853,0.393241217,10.11827096,6.491027948,2.491027948,8.09721052,3.358090223,1.193949848,1.716022389,0.711438167,0.250720651,0.259892892,0.104668382,0.007546694,9.71545979,4.254121713,1.585636443,0.52143236,0.302801157,0.149931003,0.080500969,0.044997522,0.004612342,4.468720318,2.411167352,1.007437427,2.272990752,0.984719769,0.361161326,0.145559238,0.075258599,0.006471895,6.787430967,3.115239134,1.086229947,1.46304198,0.670370977,0.268716578,0.382752041,0.157774141,0.013368984
575.5208335,0.076159066,0.189748555,0.0960922,0.485039461,0.965555008,0.001010769,0.637712083,0.419927329,0.889524305,0.549233591,0.561108024,0.951738131,0.242512926,0.00830674,0.241854033,0.387224153,3.869665405,3.782729533,6.562017237,0.864158881,0.840182626,0.823156512,0.988463255,0.11355501,0.329222601,0.608142622,0.094346724,0.403001974,0.487287302,0.568102095,11.46946954,8.29262605,4.29262605,3.970645534,1.589562372,0.020826373,1.124420342,0.457894432,0.08253664,0.362396746,0.148598606,0.036687075,4.963130241,2.128295255,0.033333333,0.458853799,0.261073452,0.076455026,0.145672785,0.082005728,0.035449735,2.475995896,1.252070621,0.01665083,1.5167308,0.651490919,0.126781594,0.227750594,0.114510284,0.035699742,3.216104767,1.458124914,0.016210306,0.905360098,0.410928601,0.083713634,0.51274716,0.217333884,0.055904164
1572.724999,0.075167352,0.0742434,0.032547812,0.021820355,0.730860951,0.06605842,0.234769515,0.874888761,0.427908417,0.111382667,0.718683206,0.333115364,0.497904269,0.174885046,0.340269176,0.372532887,4.831312844,3.773977582,5.513955865,0.518649151,0.297460638,0.039192636,0.97863427,0.19457215,0.126050653,0.397560356,0.199324666,0.781914363,0.40728836,0.545503365,9.117577908,5.156770544,1.156770544,4.88599333,1.981854284,0.281046675,1.240156551,0.507495665,0.115438791,0.35756332,0.146527137,0.035313001,6.0470182,2.592522959,0.412881052,0.469628172,0.263312206,0.095530496,0.131794863,0.075918371,0.030195377,2.951912847,1.512899185,0.261492975,1.700906214,0.710819958,0.171333266,0.213584224,0.112102968,0.030701843,4.024327892,1.808898982,0.312563017,1.024130521,0.458062208,0.103246622,0.506776565,0.210156895,0.049909256
1193.190483,0.027507393,0.106205405,0.125814287,0.778968568,0.4573054,0.910691146,0.604502331,0.334161634,0.619569804,0.456792243,0.385321081,0.079505616,0.155499553,0.35725012,0.254717849,0.939567014,3.811565038,4.552366116,4.556452594,0.635703475,0.223576204,0.786124105,0.937934797,0.151739502,0.293414892,0.32521219,0.299569994,0.075601702,0.960633059,0.97509948,11.35837231,8.144496418,4.144496418,5.888089407,2.411324032,0.565928274,1.13954819,0.464377796,0.086837271,0.544117548,0.226478949,0.088347703,7.156793071,3.13389558,0.794446734,0.394722513,0.226498105,0.063853054,0.188443804,0.112834563,0.065204441,3.68966251,1.854299321,0.52845586,1.565416882,0.658481825,0.123857345,0.341562156,0.173205872,0.088773014,4.477226791,2.082073057,0.533583526,0.872920728,0.398255077,0.089662989,0.754920655,0.326812227,0.126892481
